,no_of_adults,children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,avg_price_per_room,booking_status,cx_rsvn_pcg,nights_ttl
316,2,0,Meal Plan 2,0,Room_Type 1,79,Offline,0,109.0,0,0.0,2
317,2,0,Meal Plan 2,0,Room_Type 1,247,Online,0,115.0,1,0.0,2
318,2,0,Meal Plan 1,0,Room_Type 4,189,Online,0,99.45,0,0.0,5
319,2,0,Meal Plan 2,0,Room_Type 1,320,Online,0,115.0,1,0.0,2
320,3,0,Meal Plan 1,0,Room_Type 4,27,Online,0,130.0,0,0.0,3
321,1,0,Meal Plan 1,0,Room_Type 1,51,Corporate,1,65.0,0,0.0,1
322,2,0,Meal Plan 1,0,Room_Type 1,245,Online,0,75.0,1,0.0,2
323,2,1,Meal Plan 1,0,Room_Type 1,52,Online,0,132.9,1,0.0,3
324,1,0,Meal Plan 1,0,Room_Type 1,13,Online,0,120.0,0,0.0,2
325,2,0,Not Selected,0,Room_Type 1,46,Online,0,79.2,1,0.0,2
326,3,0,Meal Plan 1,0,Room_Type 4,84,Online,0,159.3,1,0.0,3
327,1,0,Meal Plan 1,0,Room_Type 1,188,Online,0,130.0,1,0.0,2
328,2,0,Meal Plan 1,0,Room_Type 1,19,Offline,1,90.0,0,1.0,3
329,2,0,Meal Plan 1,0,Room_Type 4,67,Online,0,140.4,0,0.0,2
330,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,75.0,0,0.0,1
331,2,0,Meal Plan 2,0,Room_Type 1,273,Online,0,109.0,1,0.0,2
332,2,0,Meal Plan 2,0,Room_Type 1,110,Online,0,94.5,1,0.0,3
333,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,75.0,0,0.0,1
334,2,0,Meal Plan 1,0,Room_Type 4,32,Offline,0,75.0,0,0.0,3
335,2,0,Meal Plan 1,0,Room_Type 1,282,Offline,0,76.67,0,0.0,3
336,2,0,Meal Plan 1,0,Room_Type 1,38,Online,0,126.0,0,0.0,4
337,2,0,Not Selected,0,Room_Type 1,175,Online,0,85.5,0,0.0,2
338,2,0,Meal Plan 1,0,Room_Type 4,143,Online,0,140.7,1,0.0,3
339,2,0,Meal Plan 1,0,Room_Type 4,127,Online,0,103.7,0,0.0,4
340,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,142.0,0,0.0,1
341,2,1,Meal Plan 1,0,Room_Type 1,95,Online,0,103.7,0,0.0,7
342,1,0,Meal Plan 1,0,Room_Type 1,118,Offline,0,110.0,0,0.0,3
343,2,0,Meal Plan 1,0,Room_Type 1,45,Offline,0,75.0,0,0.0,3
344,3,0,Meal Plan 1,0,Room_Type 4,69,Online,0,137.7,0,0.0,2
345,2,0,Not Selected,0,Room_Type 1,57,Online,0,87.3,0,0.0,1
346,1,0,Meal Plan 1,0,Room_Type 1,5,Complementary,1,0.0,0,0.0,2
347,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,101.5,0,0.0,2
348,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,97.0,0,0.0,1
349,3,0,Meal Plan 1,0,Room_Type 4,89,Online,0,150.3,0,0.0,2
350,2,0,Meal Plan 1,0,Room_Type 1,85,Online,0,82.45,0,0.0,4
351,1,0,Meal Plan 1,1,Room_Type 4,4,Corporate,1,103.0,0,0.0,1
352,1,0,Meal Plan 1,0,Room_Type 1,11,Online,0,145.0,1,0.0,8
353,1,0,Meal Plan 1,0,Room_Type 1,12,Online,0,145.0,0,0.0,2
354,2,0,Meal Plan 1,0,Room_Type 4,77,Online,0,134.85,0,0.0,4
355,2,1,Meal Plan 1,0,Room_Type 6,14,Online,0,168.25,0,0.0,2
356,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,60.0,1,0.0,3
357,2,0,Meal Plan 1,0,Room_Type 1,133,Offline,0,76.0,0,0.0,4
358,2,0,Meal Plan 1,0,Room_Type 1,3,Offline,0,63.5,0,0.0,3
359,2,0,Meal Plan 1,0,Room_Type 1,19,Offline,0,95.0,0,0.0,2
360,2,0,Meal Plan 1,0,Room_Type 4,86,Offline,0,90.95,0,0.0,4
361,2,0,Meal Plan 1,0,Room_Type 1,23,Online,0,98.4,0,0.0,2
362,2,0,Meal Plan 1,0,Room_Type 1,65,Online,0,135.9,0,0.0,1
363,2,0,Meal Plan 1,0,Room_Type 4,1,Online,0,130.0,0,0.0,2
364,2,0,Meal Plan 1,0,Room_Type 4,66,Online,0,81.9,0,0.0,1
365,3,0,Meal Plan 1,0,Room_Type 1,50,Online,0,78.85,0,0.0,5
366,2,0,Meal Plan 2,0,Room_Type 1,87,Online,0,141.3,1,0.0,5
367,2,0,Meal Plan 1,0,Room_Type 1,159,Offline,0,70.0,0,0.0,2
368,2,0,Meal Plan 2,0,Room_Type 1,39,Online,0,170.1,0,0.0,5
369,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,115.0,1,0.0,2
370,2,1,Meal Plan 1,0,Room_Type 6,22,Online,0,199.0,0,0.0,5
371,2,0,Meal Plan 1,0,Room_Type 4,102,Offline,0,82.45,0,0.0,4
372,4,0,Meal Plan 1,0,Room_Type 7,86,Online,0,192.86,0,0.0,3
373,2,0,Meal Plan 1,0,Room_Type 1,56,Offline,0,185.0,0,0.0,4
374,2,0,Meal Plan 1,0,Room_Type 1,36,Online,0,68.07,0,0.0,8
375,2,0,Meal Plan 1,0,Room_Type 1,50,Online,0,118.8,0,0.0,3
376,2,0,Meal Plan 1,0,Room_Type 4,115,Online,0,104.4,1,0.0,2
377,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,65.0,0,0.0,1
378,2,0,Not Selected,0,Room_Type 1,35,Online,0,71.1,1,0.0,4
379,2,0,Meal Plan 1,0,Room_Type 1,17,Offline,0,95.0,0,0.0,3
380,2,0,Meal Plan 1,0,Room_Type 4,237,Online,0,116.62,1,0.0,15
381,2,0,Meal Plan 1,0,Room_Type 1,125,Online,0,136.0,0,0.0,4
382,2,1,Meal Plan 1,0,Room_Type 6,32,Online,0,147.9,1,0.0,4
383,2,0,Not Selected,0,Room_Type 1,5,Offline,0,123.7,0,0.0,2
384,2,0,Meal Plan 1,0,Room_Type 1,91,Online,0,135.9,1,0.0,3
385,2,0,Meal Plan 2,0,Room_Type 1,102,Offline,0,109.0,0,0.0,2
386,3,0,Meal Plan 1,0,Room_Type 4,9,Online,0,186.0,0,0.0,3
387,3,0,Meal Plan 1,0,Room_Type 4,155,Online,0,115.6,1,0.0,4
388,2,1,Meal Plan 1,0,Room_Type 6,0,Online,0,221.0,1,0.0,1
389,1,0,Meal Plan 1,0,Room_Type 1,11,Corporate,0,65.0,0,0.0,3
390,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,80.0,0,0.0,1
391,2,1,Meal Plan 1,0,Room_Type 1,86,Offline,0,73.83,0,0.0,5
392,1,0,Meal Plan 1,1,Room_Type 1,18,Corporate,1,67.0,0,0.13636363636363635,1
393,2,0,Meal Plan 1,0,Room_Type 1,58,Online,0,80.3,0,0.0,2
394,2,0,Not Selected,0,Room_Type 1,54,Offline,0,85.0,0,0.0,3
395,2,1,Meal Plan 1,0,Room_Type 1,25,Online,0,152.1,1,0.0,5
396,2,0,Meal Plan 1,0,Room_Type 1,107,Online,0,89.25,0,0.0,2
397,1,0,Meal Plan 2,0,Room_Type 1,100,Offline,0,110.0,0,0.0,4
398,2,0,Meal Plan 1,0,Room_Type 1,273,Online,0,95.0,1,0.0,3
399,2,0,Not Selected,0,Room_Type 1,29,Online,0,79.0,0,0.0,1
400,2,0,Meal Plan 1,0,Room_Type 1,221,Online,0,80.0,1,0.0,1
401,2,0,Meal Plan 1,0,Room_Type 1,213,Online,0,102.85,1,0.0,4
402,2,0,Meal Plan 1,0,Room_Type 1,198,Online,0,90.0,1,0.0,3
403,2,0,Meal Plan 1,0,Room_Type 2,81,Online,0,62.37,0,0.0,3
404,2,0,Not Selected,0,Room_Type 1,23,Online,0,98.0,0,0.0,1
405,2,0,Meal Plan 1,0,Room_Type 1,26,Online,0,117.67,1,0.0,3
406,2,0,Meal Plan 1,0,Room_Type 1,20,Online,0,141.0,0,0.0,3
407,2,1,Meal Plan 1,0,Room_Type 6,124,Online,0,156.61,1,0.0,4
408,3,0,Meal Plan 1,0,Room_Type 4,85,Online,0,152.1,1,0.0,3
409,2,0,Meal Plan 1,0,Room_Type 1,167,Online,0,105.3,1,0.0,1
410,2,0,Meal Plan 1,0,Room_Type 1,71,Online,0,119.85,0,0.0,4
411,2,0,Meal Plan 1,0,Room_Type 1,48,Online,0,97.2,0,0.0,2
412,1,0,Not Selected,0,Room_Type 1,37,Online,0,116.1,0,0.0,1
413,3,0,Meal Plan 1,0,Room_Type 4,76,Online,0,150.45,1,0.0,4
414,1,0,Meal Plan 1,0,Room_Type 1,13,Offline,0,71.0,0,0.0,1
415,1,0,Meal Plan 1,0,Room_Type 1,3,Complementary,0,0.0,0,0.0,1
416,2,0,Meal Plan 1,0,Room_Type 4,75,Offline,0,60.0,0,0.0,3
417,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,1,89.0,0,0.0,1
418,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,115.0,1,0.0,2
419,2,0,Meal Plan 1,0,Room_Type 1,180,Offline,0,100.0,0,0.0,2
420,2,0,Not Selected,0,Room_Type 1,122,Online,0,75.9,1,0.0,4
421,2,0,Meal Plan 1,0,Room_Type 1,224,Offline,0,65.0,0,0.0,3
422,2,0,Meal Plan 1,0,Room_Type 1,24,Online,0,104.55,0,0.0,4
423,1,0,Meal Plan 1,0,Room_Type 1,162,Online,0,115.0,1,0.0,4
424,3,0,Meal Plan 1,0,Room_Type 4,25,Online,0,187.0,1,0.0,2
425,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,115.0,0,0.0,1
426,2,0,Not Selected,0,Room_Type 1,236,Online,0,84.43,1,0.0,4
427,2,0,Meal Plan 1,0,Room_Type 1,120,Online,0,90.95,1,0.0,5
428,2,0,Meal Plan 2,1,Room_Type 4,12,Online,0,208.0,0,0.0,4
429,2,0,Meal Plan 1,0,Room_Type 1,224,Online,0,97.18,1,0.0,6
430,1,0,Meal Plan 2,0,Room_Type 1,33,Offline,0,79.11,0,0.0,4
431,2,0,Meal Plan 1,0,Room_Type 1,24,Complementary,0,0.0,0,0.0,2
432,2,0,Meal Plan 1,0,Room_Type 4,22,Online,0,120.0,0,0.0,1
433,2,0,Meal Plan 1,0,Room_Type 1,10,Online,0,126.0,0,0.0,3
434,2,0,Meal Plan 1,0,Room_Type 1,15,Online,0,91.0,1,0.0,2
435,2,0,Meal Plan 2,0,Room_Type 1,230,Online,0,137.0,1,0.0,5
436,2,0,Meal Plan 1,0,Room_Type 1,54,Offline,0,67.32,0,0.0,4
437,2,0,Meal Plan 1,0,Room_Type 1,45,Online,0,81.62,0,0.0,1
438,3,0,Meal Plan 2,0,Room_Type 4,63,Online,0,123.66,0,0.0,4
439,2,0,Not Selected,0,Room_Type 1,166,Online,0,94.5,0,0.0,3
440,2,0,Meal Plan 1,0,Room_Type 1,148,Online,0,96.3,1,0.0,5
441,2,0,Meal Plan 1,0,Room_Type 1,136,Online,0,88.01,0,0.0,3
442,2,0,Meal Plan 1,0,Room_Type 1,37,Online,0,81.9,0,0.0,4
443,2,0,Meal Plan 1,0,Room_Type 1,66,Online,0,119.85,0,0.0,4
444,1,0,Meal Plan 1,0,Room_Type 1,11,Offline,0,83.5,0,0.0,1
445,1,0,Meal Plan 1,1,Room_Type 1,1,Corporate,1,67.0,0,0.0,1
446,2,0,Meal Plan 1,0,Room_Type 4,7,Online,0,156.0,0,0.0,4
447,2,0,Meal Plan 1,0,Room_Type 1,43,Offline,0,85.0,0,0.0,1
448,2,0,Meal Plan 1,0,Room_Type 4,5,Online,0,126.75,1,0.0,8
449,2,0,Meal Plan 2,0,Room_Type 1,247,Online,0,115.0,1,0.0,2
450,2,0,Not Selected,0,Room_Type 1,24,Online,0,107.1,1,0.0,3
451,1,0,Meal Plan 1,0,Room_Type 1,53,Offline,0,120.0,0,0.0,1
452,2,0,Meal Plan 1,0,Room_Type 1,52,Online,0,93.6,0,0.0,3
453,2,0,Meal Plan 1,0,Room_Type 1,56,Offline,0,120.0,0,0.0,1
454,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,90.0,0,0.0,1
455,2,0,Meal Plan 1,0,Room_Type 1,230,Online,0,137.0,1,0.0,5
456,2,1,Meal Plan 1,0,Room_Type 1,92,Online,0,106.43,1,0.0,4
457,1,0,Not Selected,0,Room_Type 1,2,Online,0,87.78,0,0.0,3
458,2,0,Meal Plan 2,0,Room_Type 1,74,Offline,0,101.5,0,0.0,2
459,2,0,Not Selected,0,Room_Type 1,82,Online,0,85.5,1,0.0,1
460,1,0,Meal Plan 1,0,Room_Type 1,37,Offline,0,95.0,0,0.0,3
461,2,0,Meal Plan 1,0,Room_Type 4,147,Online,0,103.7,0,0.0,4
462,1,0,Meal Plan 1,0,Room_Type 1,2,Corporate,0,65.0,0,0.0,1
463,2,0,Meal Plan 1,0,Room_Type 1,166,Online,0,100.12,1,0.0,8
464,2,0,Meal Plan 2,1,Room_Type 1,28,Online,0,156.25,0,0.0,4
465,2,0,Meal Plan 2,0,Room_Type 1,309,Online,0,101.0,1,0.0,3
466,2,0,Meal Plan 2,1,Room_Type 1,54,Online,0,161.1,0,0.0,4
467,2,0,Not Selected,1,Room_Type 1,49,Online,0,83.8,0,0.0,4
468,2,1,Meal Plan 1,1,Room_Type 1,1,Online,0,168.0,0,0.0,1
469,2,0,Meal Plan 1,0,Room_Type 1,0,Offline,0,58.0,0,0.0,3
470,2,0,Meal Plan 2,0,Room_Type 1,4,Offline,0,94.5,0,0.0,3
471,2,0,Meal Plan 1,0,Room_Type 1,60,Online,0,96.3,0,0.0,4
472,2,0,Meal Plan 1,0,Room_Type 1,157,Online,0,76.5,0,0.0,1
473,2,0,Meal Plan 1,0,Room_Type 1,268,Offline,0,78.0,0,0.0,5
474,2,0,Not Selected,0,Room_Type 1,38,Online,0,112.59,1,0.0,2
475,2,1,Meal Plan 1,0,Room_Type 7,30,Online,0,187.04,1,0.0,3
476,2,0,Meal Plan 1,1,Room_Type 1,2,Online,0,169.0,0,0.0,1
477,2,0,Not Selected,0,Room_Type 1,217,Online,0,46.63,0,0.0,10
478,2,0,Meal Plan 1,0,Room_Type 1,143,Offline,0,100.0,0,0.0,3
479,2,0,Not Selected,0,Room_Type 1,179,Online,0,85.5,0,0.0,3
480,1,0,Meal Plan 1,0,Room_Type 1,188,Online,0,130.0,1,0.0,2
481,3,0,Meal Plan 1,0,Room_Type 4,94,Online,0,146.7,0,0.0,4
482,1,0,Meal Plan 1,0,Room_Type 1,32,Offline,0,73.0,0,0.0,2
483,3,0,Meal Plan 1,0,Room_Type 6,2,Online,0,143.22,0,0.0,4
484,2,0,Meal Plan 1,0,Room_Type 1,70,Online,0,89.25,0,0.0,3
485,2,0,Not Selected,0,Room_Type 1,4,Offline,0,85.0,0,0.0,1
486,2,0,Meal Plan 1,0,Room_Type 1,34,Complementary,0,6.5,0,0.0,2
487,2,1,Meal Plan 1,0,Room_Type 2,16,Online,0,83.03,1,0.0,1
488,2,0,Meal Plan 1,0,Room_Type 1,24,Online,0,91.0,1,0.0,4
489,2,0,Not Selected,0,Room_Type 1,78,Online,0,80.75,0,0.0,4
490,2,0,Meal Plan 1,0,Room_Type 1,305,Online,0,89.0,1,0.0,3
491,2,0,Meal Plan 1,0,Room_Type 1,37,Offline,0,105.0,0,0.0,3
492,2,0,Meal Plan 1,0,Room_Type 1,98,Online,0,109.81,0,0.0,7
493,2,0,Meal Plan 1,0,Room_Type 4,14,Online,0,70.88,0,0.0,4
494,1,0,Not Selected,0,Room_Type 1,44,Online,0,83.6,0,0.0,2
495,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,60.0,1,0.0,3
496,2,0,Meal Plan 1,0,Room_Type 1,213,Online,0,130.0,1,0.0,3
497,1,0,Meal Plan 1,0,Room_Type 1,5,Online,0,95.0,0,0.0,2
498,2,0,Meal Plan 2,0,Room_Type 1,55,Offline,0,104.0,0,0.0,1
499,2,0,Meal Plan 1,0,Room_Type 4,139,Offline,0,62.0,0,0.0,3
500,2,0,Meal Plan 1,0,Room_Type 2,44,Offline,0,95.0,0,0.0,3
501,1,0,Meal Plan 2,0,Room_Type 4,18,Online,0,145.0,0,0.0,3
502,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,95.0,0,0.0,1
503,1,0,Meal Plan 1,0,Room_Type 1,192,Offline,0,95.0,0,0.0,2
504,2,0,Meal Plan 1,0,Room_Type 1,152,Offline,0,80.75,0,0.0,6
505,3,0,Meal Plan 1,0,Room_Type 4,42,Online,0,142.2,0,0.0,4
506,3,0,Meal Plan 1,0,Room_Type 4,209,Online,0,128.7,1,0.0,5
507,2,0,Meal Plan 1,0,Room_Type 1,69,Online,0,90.95,0,0.0,5
508,2,0,Meal Plan 1,0,Room_Type 1,80,Online,0,93.6,0,0.0,3
509,2,0,Meal Plan 1,0,Room_Type 4,49,Offline,0,60.0,0,0.0,3
510,1,0,Meal Plan 1,0,Room_Type 1,143,Offline,0,90.0,0,0.0,3
511,2,0,Not Selected,0,Room_Type 1,67,Online,0,95.4,0,0.0,3
512,2,0,Meal Plan 1,0,Room_Type 1,41,Online,0,160.0,1,0.0,2
513,2,0,Meal Plan 1,0,Room_Type 4,154,Online,0,104.1,1,0.0,3
514,2,0,Meal Plan 2,0,Room_Type 1,55,Offline,0,104.0,0,0.0,1
515,2,0,Meal Plan 1,0,Room_Type 1,2,Offline,0,109.0,0,0.0,4
516,2,0,Meal Plan 1,0,Room_Type 4,99,Online,0,93.78,1,0.0,6
517,1,0,Meal Plan 1,0,Room_Type 1,14,Corporate,0,95.0,0,0.0,2
518,1,0,Not Selected,0,Room_Type 1,0,Online,0,140.0,0,0.0,1
519,2,0,Meal Plan 1,0,Room_Type 1,22,Online,0,87.0,0,0.0,4
520,1,0,Meal Plan 1,0,Room_Type 4,7,Online,0,85.85,0,0.0,3
521,2,0,Meal Plan 1,0,Room_Type 4,84,Online,0,99.45,0,0.0,4
522,2,0,Meal Plan 1,0,Room_Type 4,109,Online,0,120.28,0,0.0,4
523,1,0,Meal Plan 1,0,Room_Type 1,71,Offline,0,120.0,0,0.0,3
524,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,77.77,0,0.0,2
525,1,0,Meal Plan 1,0,Room_Type 1,71,Offline,0,120.0,0,0.0,3
526,2,0,Not Selected,0,Room_Type 1,58,Online,0,116.1,0,0.0,1
527,3,0,Meal Plan 2,0,Room_Type 4,133,Online,0,189.0,1,0.0,1
528,2,0,Meal Plan 1,0,Room_Type 4,27,Online,0,152.67,1,0.0,3
529,2,0,Meal Plan 1,0,Room_Type 1,27,Online,0,66.31,0,0.0,5
530,1,0,Meal Plan 1,0,Room_Type 1,9,Online,0,95.0,0,0.0,1
531,2,1,Meal Plan 1,0,Room_Type 1,86,Online,0,122.0,1,0.0,3
532,2,0,Meal Plan 1,0,Room_Type 1,13,Offline,0,58.0,0,0.0,3
533,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,89.89,0,0.0,4
534,2,0,Meal Plan 1,0,Room_Type 4,5,Online,0,156.0,0,0.0,2
535,2,0,Meal Plan 1,0,Room_Type 4,82,Online,0,99.45,0,0.0,4
536,2,1,Meal Plan 1,0,Room_Type 6,330,Online,0,172.8,1,0.0,2
537,2,0,Not Selected,0,Room_Type 1,3,Online,0,98.56,0,0.0,4
538,1,0,Meal Plan 1,0,Room_Type 1,35,Online,0,71.1,1,0.0,1
539,1,0,Meal Plan 1,0,Room_Type 4,12,Online,0,128.06,1,0.0,21
540,1,0,Meal Plan 1,0,Room_Type 1,0,Complementary,0,0.0,0,0.0,1
541,2,1,Meal Plan 1,0,Room_Type 1,7,Online,0,106.0,0,0.0,1
542,2,0,Meal Plan 1,0,Room_Type 4,47,Online,0,130.61,1,0.0,4
543,2,0,Not Selected,0,Room_Type 1,117,Online,0,105.74,0,0.0,5
544,2,0,Meal Plan 1,0,Room_Type 4,2,Online,0,136.0,0,0.0,2
545,2,0,Meal Plan 1,0,Room_Type 1,26,Offline,0,120.0,0,0.0,1
546,2,0,Not Selected,0,Room_Type 1,75,Online,0,74.8,0,0.0,4
547,2,0,Meal Plan 2,0,Room_Type 1,256,Online,0,112.0,1,0.0,2
548,2,1,Meal Plan 1,0,Room_Type 1,137,Online,0,121.5,0,0.0,1
549,2,0,Meal Plan 1,0,Room_Type 1,92,Offline,0,70.0,0,0.0,4
550,1,0,Meal Plan 1,0,Room_Type 1,1,Offline,0,75.0,0,0.0,1
551,2,0,Meal Plan 1,0,Room_Type 1,18,Offline,0,54.0,0,0.0,1
552,2,0,Meal Plan 1,0,Room_Type 1,78,Online,0,100.0,1,0.0,3
553,1,0,Meal Plan 1,0,Room_Type 4,8,Complementary,0,0.0,0,0.0,1
554,1,1,Meal Plan 1,0,Room_Type 6,30,Online,0,186.22,1,0.0,13
555,2,0,Not Selected,0,Room_Type 1,117,Online,0,79.2,0,0.0,2
556,2,0,Meal Plan 1,0,Room_Type 1,10,Online,0,103.0,0,0.0,2
557,2,0,Meal Plan 1,0,Room_Type 1,56,Offline,0,185.0,0,0.0,4
558,2,0,Meal Plan 1,0,Room_Type 1,8,Online,0,135.0,0,0.0,2
559,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,115.0,1,0.0,2
560,2,0,Meal Plan 2,0,Room_Type 1,273,Online,0,109.0,1,0.0,2
561,2,0,Meal Plan 1,0,Room_Type 1,33,Online,0,104.0,1,0.0,1
562,3,0,Meal Plan 1,0,Room_Type 4,184,Online,0,130.05,0,0.0,7
563,2,0,Meal Plan 1,0,Room_Type 1,232,Online,0,100.3,1,0.0,4
564,1,0,Meal Plan 1,0,Room_Type 1,188,Online,0,130.0,1,0.0,2
565,2,0,Meal Plan 2,0,Room_Type 1,102,Offline,0,109.0,0,0.0,2
566,2,0,Meal Plan 1,0,Room_Type 4,45,Online,0,139.5,1,0.0,4
567,1,0,Meal Plan 1,0,Room_Type 1,1,Corporate,0,66.0,0,0.0,1
568,2,0,Meal Plan 1,0,Room_Type 1,63,Online,0,106.88,0,0.0,4
569,2,0,Meal Plan 1,0,Room_Type 4,89,Online,0,149.4,0,0.0,4
570,1,0,Meal Plan 1,0,Room_Type 1,63,Online,0,109.35,0,0.0,2
571,2,0,Meal Plan 1,0,Room_Type 1,304,Online,0,89.0,1,0.0,3
572,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,115.0,0,0.0,3
573,1,0,Meal Plan 1,0,Room_Type 1,51,Corporate,0,85.5,0,0.0,1
574,2,0,Meal Plan 1,0,Room_Type 4,110,Online,0,90.95,0,0.0,2
575,2,0,Meal Plan 1,0,Room_Type 4,20,Online,0,117.55,0,0.0,3
576,2,0,Not Selected,0,Room_Type 1,50,Online,0,108.0,1,0.0,1
577,2,0,Meal Plan 1,0,Room_Type 4,48,Online,0,139.5,0,0.0,3
578,2,0,Meal Plan 1,0,Room_Type 5,96,Online,0,129.88,1,0.0,3
579,2,0,Meal Plan 1,0,Room_Type 1,148,Offline,0,67.0,0,0.0,5
580,2,0,Not Selected,0,Room_Type 1,25,Online,0,129.0,1,0.0,2
581,2,0,Meal Plan 1,0,Room_Type 1,148,Online,0,79.53,1,0.0,7
582,2,0,Meal Plan 1,0,Room_Type 1,114,Offline,0,72.25,0,0.0,4
583,1,0,Meal Plan 2,0,Room_Type 1,257,Offline,0,80.0,0,0.0,2
584,2,0,Meal Plan 1,0,Room_Type 1,105,Online,0,119.85,0,0.0,7
585,1,0,Meal Plan 1,0,Room_Type 1,4,Online,0,117.0,0,0.0,3
586,2,0,Meal Plan 2,0,Room_Type 4,67,Complementary,0,29.0,0,0.0,4
587,2,0,Meal Plan 1,1,Room_Type 1,61,Online,0,118.8,0,0.0,4
588,2,0,Meal Plan 1,0,Room_Type 1,79,Offline,0,192.03,0,0.0,2
589,3,0,Meal Plan 1,0,Room_Type 1,74,Online,0,168.3,0,0.0,1
590,2,0,Not Selected,0,Room_Type 1,120,Online,0,72.76,0,0.0,1
591,2,0,Meal Plan 1,0,Room_Type 1,157,Offline,0,68.0,0,0.0,3
592,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,89.0,0,0.0,4
593,2,0,Meal Plan 1,0,Room_Type 4,46,Online,0,124.46,0,0.0,7
594,1,0,Meal Plan 1,0,Room_Type 1,41,Corporate,0,70.33,0,0.0,3
595,3,0,Meal Plan 1,0,Room_Type 4,84,Online,0,170.1,0,0.0,5
596,2,0,Meal Plan 1,0,Room_Type 1,245,Online,0,75.0,1,0.0,2
597,2,0,Meal Plan 1,0,Room_Type 4,27,Online,0,125.25,0,0.0,3
598,2,0,Meal Plan 1,0,Room_Type 1,74,Online,0,55.9,0,0.0,10
599,2,0,Meal Plan 1,0,Room_Type 1,85,Online,0,126.9,1,0.0,3
600,2,0,Not Selected,0,Room_Type 1,6,Online,0,79.0,1,0.0,2
601,2,0,Meal Plan 1,0,Room_Type 1,256,Online,0,94.35,1,0.0,5
602,2,0,Meal Plan 2,0,Room_Type 1,265,Online,0,109.0,1,0.0,2
603,2,0,Meal Plan 1,0,Room_Type 4,64,Online,0,112.2,0,0.0,5
604,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,109.0,0,0.0,1
605,1,0,Meal Plan 1,0,Room_Type 1,91,Corporate,1,65.0,0,0.3333333333333333,2
606,2,0,Meal Plan 1,0,Room_Type 1,127,Offline,0,90.0,0,0.0,4
607,2,0,Meal Plan 1,0,Room_Type 1,73,Offline,0,85.0,0,0.0,3
608,2,0,Meal Plan 1,0,Room_Type 1,36,Online,0,168.73,0,0.0,4
609,2,0,Meal Plan 1,0,Room_Type 1,17,Online,0,100.38,0,0.0,4
610,2,0,Meal Plan 1,0,Room_Type 1,164,Online,0,99.45,1,0.0,7
611,2,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,160.0,0,0.0,1
612,2,0,Meal Plan 1,0,Room_Type 1,37,Online,0,126.0,0,0.0,3
613,3,0,Meal Plan 1,0,Room_Type 1,191,Offline,0,96.9,0,0.0,3
614,2,1,Meal Plan 1,0,Room_Type 2,33,Online,0,95.0,0,0.0,6
615,2,0,Meal Plan 1,0,Room_Type 1,32,Online,0,94.5,0,0.0,3
616,1,0,Meal Plan 1,0,Room_Type 1,3,Offline,0,98.8,0,0.0,2
617,2,0,Not Selected,0,Room_Type 1,53,Online,0,100.5,0,0.0,3
618,2,0,Meal Plan 2,0,Room_Type 7,8,Complementary,1,0.0,0,0.0,1
619,2,0,Meal Plan 1,0,Room_Type 1,107,Online,0,80.75,1,0.0,3
620,2,0,Meal Plan 2,0,Room_Type 1,55,Offline,0,104.0,0,0.0,1
621,2,0,Meal Plan 1,0,Room_Type 1,84,Offline,0,89.75,0,0.0,3
622,2,1,Meal Plan 1,0,Room_Type 6,0,Online,0,156.0,0,0.0,2
623,2,0,Meal Plan 1,0,Room_Type 4,1,Online,0,136.0,0,0.0,2
624,2,0,Meal Plan 1,0,Room_Type 1,29,Corporate,0,85.0,0,0.0,2
625,2,0,Meal Plan 1,0,Room_Type 4,41,Online,0,87.54,0,0.0,4
626,2,0,Meal Plan 1,0,Room_Type 1,86,Corporate,0,100.0,0,0.0,2
627,2,0,Meal Plan 1,0,Room_Type 1,167,Online,0,108.9,1,0.0,4
628,2,0,Not Selected,0,Room_Type 1,34,Online,0,107.1,0,0.0,3
629,2,0,Meal Plan 1,0,Room_Type 1,101,Online,0,80.0,1,0.0,3
630,2,0,Meal Plan 1,0,Room_Type 1,259,Online,0,90.0,1,0.0,3
